[2024/8/19 20:0:0] 物品:金创药(小量)	怪物:28BC2210僵尸5	地图:H201	X:109	Y:137 
[2024/8/19 20:56:53] 物品:强效金创药	怪物:3047D6E0虹魔蝎卫8	地图:H204	X:60	Y:38 
[2024/8/19 20:56:53] 物品:强效金创药	怪物:3047D6E0虹魔蝎卫8	地图:H204	X:60	Y:38 
[2024/8/19 20:56:53] 物品:强效金创药	怪物:3047D6E0虹魔蝎卫8	地图:H204	X:60	Y:38 
[2024/8/19 20:56:53] 物品:强效金创药	怪物:3047D6E0虹魔蝎卫8	地图:H204	X:60	Y:38 
[2024/8/19 20:56:53] 物品:强效魔法药	怪物:3047D6E0虹魔蝎卫8	地图:H204	X:60	Y:38 
[2024/8/19 20:56:53] 物品:强效魔法药	怪物:3047D6E0虹魔蝎卫8	地图:H204	X:60	Y:38 
[2024/8/19 20:56:53] 物品:强效魔法药	怪物:3047D6E0虹魔蝎卫8	地图:H204	X:60	Y:38 
[2024/8/19 20:56:53] 物品:强效魔法药	怪物:3047D6E0虹魔蝎卫8	地图:H204	X:60	Y:38 
[2024/8/19 20:56:53] 物品:强效魔法药	怪物:3047D6E0虹魔蝎卫8	地图:H204	X:60	Y:38 
[2024/8/19 20:56:53] 物品:强效魔法药	怪物:3047D6E0虹魔蝎卫8	地图:H204	X:60	Y:38 
[2024/8/19 20:56:53] 物品:强效魔法药	怪物:3047D6E0虹魔蝎卫8	地图:H204	X:60	Y:38 
[2024/8/19 20:56:53] 物品:强效魔法药	怪物:3047D6E0虹魔蝎卫8	地图:H204	X:60	Y:38 
[2024/8/19 20:56:53] 物品:强效魔法药	怪物:3047D6E0虹魔蝎卫8	地图:H204	X:60	Y:38 
[2024/8/19 20:56:53] 物品:强效魔法药	怪物:3047D6E0虹魔蝎卫8	地图:H204	X:60	Y:38 
[2024/8/19 20:56:53] 物品:魔法力药水	怪物:3047D6E0虹魔蝎卫8	地图:H204	X:60	Y:38 
[2024/8/19 20:56:54] 物品:火墙	怪物:2D25DF80恶灵尸王	地图:H201	X:177	Y:54 
[2024/8/19 20:56:54] 物品:幽灵盾	怪物:2D25DF80恶灵尸王	地图:H201	X:177	Y:54 
[2024/8/19 20:56:54] 物品:爆裂火焰	怪物:2D25DF80恶灵尸王	地图:H201	X:177	Y:54 
[2024/8/19 20:56:54] 物品:攻杀剑术	怪物:2D25DF80恶灵尸王	地图:H201	X:177	Y:54 
[2024/8/19 20:56:54] 物品:大火球	怪物:2D25DF80恶灵尸王	地图:H201	X:177	Y:54 
[2024/8/19 20:56:54] 物品:强效太阳水	怪物:1D903050虹魔蝎卫8	地图:H204	X:56	Y:50 
[2024/8/19 20:56:54] 物品:强效太阳水	怪物:1D903050虹魔蝎卫8	地图:H204	X:56	Y:50 
[2024/8/19 20:56:54] 物品:强效太阳水	怪物:1D903050虹魔蝎卫8	地图:H204	X:56	Y:50 
[2024/8/19 20:56:54] 物品:强效太阳水	怪物:1D903050虹魔蝎卫8	地图:H204	X:56	Y:50 
[2024/8/19 20:56:54] 物品:强效太阳水	怪物:1D903050虹魔蝎卫8	地图:H204	X:56	Y:50 
[2024/8/19 20:56:54] 物品:强效太阳水	怪物:1D903050虹魔蝎卫8	地图:H204	X:56	Y:50 
[2024/8/19 20:56:54] 物品:强效太阳水	怪物:1D903050虹魔蝎卫8	地图:H204	X:56	Y:50 
[2024/8/19 20:56:54] 物品:强效太阳水	怪物:1D903050虹魔蝎卫8	地图:H204	X:56	Y:50 
[2024/8/19 20:56:54] 物品:强效太阳水	怪物:1D903050虹魔蝎卫8	地图:H204	X:56	Y:50 
[2024/8/19 20:56:54] 物品:强效太阳水	怪物:1D903050虹魔蝎卫8	地图:H204	X:56	Y:50 
[2024/8/19 20:56:54] 物品:太阳水	怪物:1D903050虹魔蝎卫8	地图:H204	X:56	Y:50 
[2024/8/19 20:56:54] 物品:太阳水	怪物:1D903050虹魔蝎卫8	地图:H204	X:56	Y:50 
[2024/8/19 20:56:54] 物品:太阳水	怪物:1D903050虹魔蝎卫8	地图:H204	X:56	Y:50 
[2024/8/19 20:56:54] 物品:太阳水	怪物:1D903050虹魔蝎卫8	地图:H204	X:56	Y:50 
[2024/8/19 20:56:54] 物品:太阳水	怪物:1D903050虹魔蝎卫8	地图:H204	X:56	Y:50 
[2024/8/19 20:56:54] 物品:太阳水	怪物:1D903050虹魔蝎卫8	地图:H204	X:56	Y:50 
[2024/8/19 20:56:54] 物品:太阳水	怪物:1D903050虹魔蝎卫8	地图:H204	X:56	Y:50 
[2024/8/19 20:56:54] 物品:太阳水	怪物:1D903050虹魔蝎卫8	地图:H204	X:56	Y:50 
[2024/8/19 20:56:54] 物品:太阳水	怪物:1D903050虹魔蝎卫8	地图:H204	X:56	Y:50 
[2024/8/19 20:56:54] 物品:太阳水	怪物:1D903050虹魔蝎卫8	地图:H204	X:56	Y:50 
[2024/8/19 20:56:54] 物品:强效金创药	怪物:1D903050虹魔蝎卫8	地图:H204	X:56	Y:50 
[2024/8/19 20:56:54] 物品:强效金创药	怪物:1D903050虹魔蝎卫8	地图:H204	X:56	Y:50 
[2024/8/19 20:56:54] 物品:强效金创药	怪物:1D903050虹魔蝎卫8	地图:H204	X:56	Y:50 
[2024/8/19 20:56:54] 物品:强效金创药	怪物:1D903050虹魔蝎卫8	地图:H204	X:56	Y:50 
[2024/8/19 20:56:54] 物品:强效金创药	怪物:1D903050虹魔蝎卫8	地图:H204	X:56	Y:50 
[2024/8/19 20:56:54] 物品:强效金创药	怪物:1D903050虹魔蝎卫8	地图:H204	X:56	Y:50 
[2024/8/19 20:56:54] 物品:强效金创药	怪物:1D903050虹魔蝎卫8	地图:H204	X:56	Y:50 
[2024/8/19 20:56:54] 物品:强效金创药	怪物:1D903050虹魔蝎卫8	地图:H204	X:56	Y:50 
[2024/8/19 20:56:54] 物品:强效金创药	怪物:1D903050虹魔蝎卫8	地图:H204	X:56	Y:50 
[2024/8/19 20:56:54] 物品:强效金创药	怪物:1D903050虹魔蝎卫8	地图:H204	X:56	Y:50 
[2024/8/19 20:56:54] 物品:强效魔法药	怪物:1D903050虹魔蝎卫8	地图:H204	X:56	Y:50 
[2024/8/19 20:56:54] 物品:强效魔法药	怪物:1D903050虹魔蝎卫8	地图:H204	X:56	Y:50 
[2024/8/19 20:56:54] 物品:强效魔法药	怪物:1D903050虹魔蝎卫8	地图:H204	X:56	Y:50 
[2024/8/19 20:56:54] 物品:强效魔法药	怪物:1D903050虹魔蝎卫8	地图:H204	X:56	Y:50 
[2024/8/19 20:56:54] 物品:强效魔法药	怪物:1D903050虹魔蝎卫8	地图:H204	X:56	Y:50 
[2024/8/19 20:56:54] 物品:强效魔法药	怪物:1D903050虹魔蝎卫8	地图:H204	X:56	Y:50 
[2024/8/19 20:56:54] 物品:强效魔法药	怪物:1D903050虹魔蝎卫8	地图:H204	X:56	Y:50 
[2024/8/19 20:56:54] 物品:强效魔法药	怪物:1D903050虹魔蝎卫8	地图:H204	X:56	Y:50 
[2024/8/19 20:56:54] 物品:强效魔法药	怪物:1D903050虹魔蝎卫8	地图:H204	X:56	Y:50 
[2024/8/19 20:56:54] 物品:强效魔法药	怪物:1D903050虹魔蝎卫8	地图:H204	X:56	Y:50 
[2024/8/19 20:56:54] 物品:太阳水	怪物:05A5A1F0祖玛雕像8	地图:H204	X:62	Y:39 
[2024/8/19 20:56:55] 物品:强效金创药	怪物:2A4B9FE0祖玛卫士8	地图:H204	X:62	Y:38 
[2024/8/19 20:56:55] 物品:琥珀项链	怪物:2A4B9FE0祖玛卫士8	地图:H204	X:62	Y:38 
[2024/8/19 20:56:55] 物品:黑檀手镯	怪物:2A4B9FE0祖玛卫士8	地图:H204	X:62	Y:38 
[2024/8/19 20:56:55] 物品:道士手镯	怪物:2A4B9FE0祖玛卫士8	地图:H204	X:62	Y:38 
[2024/8/19 20:56:55] 物品:金戒指	怪物:2A4B9FE0祖玛卫士8	地图:H204	X:62	Y:38 
[2024/8/19 20:56:56] 物品:强效太阳水	怪物:1F2686C0虹魔蝎卫8	地图:H204	X:58	Y:48 
[2024/8/19 20:56:56] 物品:强效太阳水	怪物:1F2686C0虹魔蝎卫8	地图:H204	X:58	Y:48 
[2024/8/19 20:56:56] 物品:强效太阳水	怪物:1F2686C0虹魔蝎卫8	地图:H204	X:58	Y:48 
[2024/8/19 20:56:56] 物品:强效太阳水	怪物:1F2686C0虹魔蝎卫8	地图:H204	X:58	Y:48 
[2024/8/19 20:56:56] 物品:强效太阳水	怪物:1F2686C0虹魔蝎卫8	地图:H204	X:58	Y:48 
[2024/8/19 20:56:56] 物品:强效太阳水	怪物:1F2686C0虹魔蝎卫8	地图:H204	X:58	Y:48 
[2024/8/19 20:56:56] 物品:强效太阳水	怪物:1F2686C0虹魔蝎卫8	地图:H204	X:58	Y:48 
[2024/8/19 20:56:56] 物品:强效太阳水	怪物:1F2686C0虹魔蝎卫8	地图:H204	X:58	Y:48 
[2024/8/19 20:56:56] 物品:强效太阳水	怪物:1F2686C0虹魔蝎卫8	地图:H204	X:58	Y:48 
[2024/8/19 20:56:56] 物品:强效太阳水	怪物:1F2686C0虹魔蝎卫8	地图:H204	X:58	Y:48 
[2024/8/19 20:56:56] 物品:太阳水	怪物:1F2686C0虹魔蝎卫8	地图:H204	X:58	Y:48 
[2024/8/19 20:56:56] 物品:太阳水	怪物:1F2686C0虹魔蝎卫8	地图:H204	X:58	Y:48 
[2024/8/19 20:56:56] 物品:太阳水	怪物:1F2686C0虹魔蝎卫8	地图:H204	X:58	Y:48 
[2024/8/19 20:56:56] 物品:太阳水	怪物:1F2686C0虹魔蝎卫8	地图:H204	X:58	Y:48 
[2024/8/19 20:56:56] 物品:太阳水	怪物:1F2686C0虹魔蝎卫8	地图:H204	X:58	Y:48 
[2024/8/19 20:56:56] 物品:太阳水	怪物:1F2686C0虹魔蝎卫8	地图:H204	X:58	Y:48 
[2024/8/19 20:56:56] 物品:太阳水	怪物:1F2686C0虹魔蝎卫8	地图:H204	X:58	Y:48 
[2024/8/19 20:56:56] 物品:太阳水	怪物:1F2686C0虹魔蝎卫8	地图:H204	X:58	Y:48 
[2024/8/19 20:56:56] 物品:太阳水	怪物:1F2686C0虹魔蝎卫8	地图:H204	X:58	Y:48 
[2024/8/19 20:56:56] 物品:太阳水	怪物:1F2686C0虹魔蝎卫8	地图:H204	X:58	Y:48 
[2024/8/19 20:56:56] 物品:强效金创药	怪物:1F2686C0虹魔蝎卫8	地图:H204	X:58	Y:48 
[2024/8/19 20:56:56] 物品:强效金创药	怪物:1F2686C0虹魔蝎卫8	地图:H204	X:58	Y:48 
[2024/8/19 20:56:56] 物品:强效金创药	怪物:1F2686C0虹魔蝎卫8	地图:H204	X:58	Y:48 
[2024/8/19 20:56:56] 物品:强效金创药	怪物:1F2686C0虹魔蝎卫8	地图:H204	X:58	Y:48 
[2024/8/19 20:56:56] 物品:强效金创药	怪物:1F2686C0虹魔蝎卫8	地图:H204	X:58	Y:48 
[2024/8/19 20:56:56] 物品:强效金创药	怪物:1F2686C0虹魔蝎卫8	地图:H204	X:58	Y:48 
[2024/8/19 20:56:56] 物品:强效金创药	怪物:1F2686C0虹魔蝎卫8	地图:H204	X:58	Y:48 
[2024/8/19 20:56:56] 物品:强效金创药	怪物:1F2686C0虹魔蝎卫8	地图:H204	X:58	Y:48 
[2024/8/19 20:56:56] 物品:强效金创药	怪物:1F2686C0虹魔蝎卫8	地图:H204	X:58	Y:48 
[2024/8/19 20:56:56] 物品:强效金创药	怪物:1F2686C0虹魔蝎卫8	地图:H204	X:58	Y:48 
[2024/8/19 20:56:56] 物品:强效魔法药	怪物:1F2686C0虹魔蝎卫8	地图:H204	X:58	Y:48 
[2024/8/19 20:56:56] 物品:强效魔法药	怪物:1F2686C0虹魔蝎卫8	地图:H204	X:58	Y:48 
[2024/8/19 20:56:56] 物品:强效魔法药	怪物:1F2686C0虹魔蝎卫8	地图:H204	X:58	Y:48 
[2024/8/19 20:56:56] 物品:强效魔法药	怪物:1F2686C0虹魔蝎卫8	地图:H204	X:58	Y:48 
[2024/8/19 20:56:56] 物品:强效魔法药	怪物:1F2686C0虹魔蝎卫8	地图:H204	X:58	Y:48 
[2024/8/19 20:56:56] 物品:强效魔法药	怪物:1F2686C0虹魔蝎卫8	地图:H204	X:58	Y:48 
[2024/8/19 20:56:56] 物品:强效魔法药	怪物:1F2686C0虹魔蝎卫8	地图:H204	X:58	Y:48 
[2024/8/19 20:56:56] 物品:强效魔法药	怪物:1F2686C0虹魔蝎卫8	地图:H204	X:58	Y:48 
[2024/8/19 20:56:56] 物品:强效魔法药	怪物:1F2686C0虹魔蝎卫8	地图:H204	X:58	Y:48 
[2024/8/19 20:56:56] 物品:强效魔法药	怪物:1F2686C0虹魔蝎卫8	地图:H204	X:58	Y:48 
[2024/8/19 20:56:56] 物品:疾风药水	怪物:1F2686C0虹魔蝎卫8	地图:H204	X:58	Y:48 
[2024/8/19 20:56:56] 物品:虹魔戒指	怪物:1F2686C0虹魔蝎卫8	地图:H204	X:58	Y:48 
[2024/8/19 20:56:57] 物品:魔法药(小量)	怪物:1B57E150僵尸4	地图:H201	X:55	Y:142 
[2024/8/19 20:56:58] 物品:强效魔法药	怪物:276CF050祖玛卫士8	地图:H204	X:63	Y:39 
[2024/8/19 20:56:58] 物品:蓝色水晶戒指	怪物:276CF050祖玛卫士8	地图:H204	X:63	Y:39 
[2024/8/19 20:56:58] 物品:黑色水晶戒指	怪物:276CF050祖玛卫士8	地图:H204	X:63	Y:39 
[2024/8/19 20:56:59] 物品:火球术	怪物:1B893A90僵尸1	地图:H201	X:55	Y:143 
[2024/8/19 20:57:2] 物品:强效魔法药	怪物:1912D710祖玛弓箭手8	地图:H204	X:66	Y:33 
[2024/8/19 20:57:4] 物品:强效太阳水	怪物:186F3790虹魔蝎卫8	地图:H204	X:58	Y:49 
[2024/8/19 20:57:4] 物品:强效太阳水	怪物:186F3790虹魔蝎卫8	地图:H204	X:58	Y:49 
[2024/8/19 20:57:4] 物品:强效太阳水	怪物:186F3790虹魔蝎卫8	地图:H204	X:58	Y:49 
[2024/8/19 20:57:4] 物品:强效太阳水	怪物:186F3790虹魔蝎卫8	地图:H204	X:58	Y:49 
[2024/8/19 20:57:4] 物品:强效太阳水	怪物:186F3790虹魔蝎卫8	地图:H204	X:58	Y:49 
[2024/8/19 20:57:4] 物品:强效太阳水	怪物:186F3790虹魔蝎卫8	地图:H204	X:58	Y:49 
[2024/8/19 20:57:4] 物品:强效太阳水	怪物:186F3790虹魔蝎卫8	地图:H204	X:58	Y:49 
[2024/8/19 20:57:4] 物品:强效太阳水	怪物:186F3790虹魔蝎卫8	地图:H204	X:58	Y:49 
[2024/8/19 20:57:4] 物品:强效太阳水	怪物:186F3790虹魔蝎卫8	地图:H204	X:58	Y:49 
[2024/8/19 20:57:4] 物品:强效太阳水	怪物:186F3790虹魔蝎卫8	地图:H204	X:58	Y:49 
[2024/8/19 20:57:4] 物品:太阳水	怪物:186F3790虹魔蝎卫8	地图:H204	X:58	Y:49 
[2024/8/19 20:57:4] 物品:太阳水	怪物:186F3790虹魔蝎卫8	地图:H204	X:58	Y:49 
[2024/8/19 20:57:4] 物品:太阳水	怪物:186F3790虹魔蝎卫8	地图:H204	X:58	Y:49 
[2024/8/19 20:57:4] 物品:太阳水	怪物:186F3790虹魔蝎卫8	地图:H204	X:58	Y:49 
[2024/8/19 20:57:4] 物品:太阳水	怪物:186F3790虹魔蝎卫8	地图:H204	X:58	Y:49 
[2024/8/19 20:57:4] 物品:太阳水	怪物:186F3790虹魔蝎卫8	地图:H204	X:58	Y:49 
[2024/8/19 20:57:4] 物品:太阳水	怪物:186F3790虹魔蝎卫8	地图:H204	X:58	Y:49 
[2024/8/19 20:57:4] 物品:太阳水	怪物:186F3790虹魔蝎卫8	地图:H204	X:58	Y:49 
[2024/8/19 20:57:4] 物品:太阳水	怪物:186F3790虹魔蝎卫8	地图:H204	X:58	Y:49 
[2024/8/19 20:57:4] 物品:太阳水	怪物:186F3790虹魔蝎卫8	地图:H204	X:58	Y:49 
[2024/8/19 20:57:4] 物品:强效金创药	怪物:186F3790虹魔蝎卫8	地图:H204	X:58	Y:49 
[2024/8/19 20:57:4] 物品:强效金创药	怪物:186F3790虹魔蝎卫8	地图:H204	X:58	Y:49 
[2024/8/19 20:57:4] 物品:强效金创药	怪物:186F3790虹魔蝎卫8	地图:H204	X:58	Y:49 
[2024/8/19 20:57:4] 物品:强效金创药	怪物:186F3790虹魔蝎卫8	地图:H204	X:58	Y:49 
[2024/8/19 20:57:4] 物品:强效金创药	怪物:186F3790虹魔蝎卫8	地图:H204	X:58	Y:49 
[2024/8/19 20:57:4] 物品:强效金创药	怪物:186F3790虹魔蝎卫8	地图:H204	X:58	Y:49 
[2024/8/19 20:57:4] 物品:强效金创药	怪物:186F3790虹魔蝎卫8	地图:H204	X:58	Y:49 
[2024/8/19 20:57:4] 物品:强效金创药	怪物:186F3790虹魔蝎卫8	地图:H204	X:58	Y:49 
[2024/8/19 20:57:4] 物品:强效金创药	怪物:186F3790虹魔蝎卫8	地图:H204	X:58	Y:49 
[2024/8/19 20:57:4] 物品:强效金创药	怪物:186F3790虹魔蝎卫8	地图:H204	X:58	Y:49 
[2024/8/19 20:57:4] 物品:强效魔法药	怪物:186F3790虹魔蝎卫8	地图:H204	X:58	Y:49 
[2024/8/19 20:57:4] 物品:强效魔法药	怪物:186F3790虹魔蝎卫8	地图:H204	X:58	Y:49 
[2024/8/19 20:57:4] 物品:强效魔法药	怪物:186F3790虹魔蝎卫8	地图:H204	X:58	Y:49 
[2024/8/19 20:57:4] 物品:强效魔法药	怪物:186F3790虹魔蝎卫8	地图:H204	X:58	Y:49 
[2024/8/19 20:57:4] 物品:强效魔法药	怪物:186F3790虹魔蝎卫8	地图:H204	X:58	Y:49 
[2024/8/19 20:57:4] 物品:强效魔法药	怪物:186F3790虹魔蝎卫8	地图:H204	X:58	Y:49 
[2024/8/19 20:57:4] 物品:强效魔法药	怪物:186F3790虹魔蝎卫8	地图:H204	X:58	Y:49 
[2024/8/19 20:57:4] 物品:强效魔法药	怪物:186F3790虹魔蝎卫8	地图:H204	X:58	Y:49 
[2024/8/19 20:57:4] 物品:强效魔法药	怪物:186F3790虹魔蝎卫8	地图:H204	X:58	Y:49 
[2024/8/19 20:57:4] 物品:强效魔法药	怪物:186F3790虹魔蝎卫8	地图:H204	X:58	Y:49 
[2024/8/19 20:57:4] 物品:凝霜	怪物:186F3790虹魔蝎卫8	地图:H204	X:58	Y:49 
[2024/8/19 20:57:5] 物品:召唤骷髅	怪物:0D4EBDC0僵尸50	地图:H201	X:182	Y:62 
[2024/8/19 20:57:5] 物品:抗拒火环	怪物:0D4EBDC0僵尸50	地图:H201	X:182	Y:62 
[2024/8/19 20:57:5] 物品:精神力战法	怪物:0D4EBDC0僵尸50	地图:H201	X:182	Y:62 
[2024/8/19 20:57:5] 物品:火球术	怪物:0D4EBDC0僵尸50	地图:H201	X:182	Y:62 
[2024/8/19 20:57:5] 物品:治愈术	怪物:0D4EBDC0僵尸50	地图:H201	X:182	Y:62 
[2024/8/19 20:57:5] 物品:基本剑术	怪物:0D4EBDC0僵尸50	地图:H201	X:182	Y:62 
[2024/8/19 20:57:5] 物品:八荒	怪物:0D4EBDC0僵尸50	地图:H201	X:182	Y:62 
[2024/8/19 20:57:5] 物品:半月	怪物:0D4EBDC0僵尸50	地图:H201	X:182	Y:62 
[2024/8/19 20:57:5] 物品:海魂	怪物:0D4EBDC0僵尸50	地图:H201	X:182	Y:62 
[2024/8/19 20:57:5] 物品:蓝色水晶戒指	怪物:0D4EBDC0僵尸50	地图:H201	X:182	Y:62 
[2024/8/19 20:57:5] 物品:坚固手套	怪物:0D4EBDC0僵尸50	地图:H201	X:182	Y:62 
[2024/8/19 20:57:5] 物品:铁剑	怪物:0D4EBDC0僵尸50	地图:H201	X:182	Y:62 
[2024/8/19 20:57:5] 物品:短剑	怪物:0D4EBDC0僵尸50	地图:H201	X:182	Y:62 
[2024/8/19 20:57:5] 物品:轻型盔甲(男)	怪物:0D4EBDC0僵尸50	地图:H201	X:182	Y:62 
[2024/8/19 20:57:5] 物品:轻型盔甲(女)	怪物:0D4EBDC0僵尸50	地图:H201	X:182	Y:62 
[2024/8/19 20:57:5] 物品:青铜斧	怪物:0D4EBDC0僵尸50	地图:H201	X:182	Y:62 
[2024/8/19 20:57:5] 物品:黑檀项链	怪物:0D4EBDC0僵尸50	地图:H201	X:182	Y:62 
[2024/8/19 20:57:5] 物品:黄色水晶项链	怪物:0D4EBDC0僵尸50	地图:H201	X:182	Y:62 
[2024/8/19 20:57:5] 物品:黑色水晶项链	怪物:0D4EBDC0僵尸50	地图:H201	X:182	Y:62 
[2024/8/19 20:57:5] 物品:青铜头盔	怪物:0D4EBDC0僵尸50	地图:H201	X:182	Y:62 
[2024/8/19 20:57:5] 物品:金创药(小量)	怪物:0D4EBDC0僵尸50	地图:H201	X:182	Y:62 
[2024/8/19 20:57:5] 物品:金创药(小量)	怪物:0D4EBDC0僵尸50	地图:H201	X:182	Y:62 
[2024/8/19 20:57:5] 物品:金创药(小量)	怪物:0D4EBDC0僵尸50	地图:H201	X:182	Y:62 
[2024/8/19 20:57:5] 物品:金创药(小量)	怪物:0D4EBDC0僵尸50	地图:H201	X:182	Y:62 
[2024/8/19 20:57:5] 物品:魔法药(小量)	怪物:0D4EBDC0僵尸50	地图:H201	X:182	Y:62 
[2024/8/19 20:57:5] 物品:魔法药(小量)	怪物:0D4EBDC0僵尸50	地图:H201	X:182	Y:62 
[2024/8/19 20:57:5] 物品:魔法药(小量)	怪物:0D4EBDC0僵尸50	地图:H201	X:182	Y:62 
[2024/8/19 20:57:5] 物品:魔法药(小量)	怪物:0D4EBDC0僵尸50	地图:H201	X:182	Y:62 
[2024/8/19 20:57:7] 物品:抗拒火环	怪物:30934E20僵尸40	地图:H201	X:55	Y:143 
[2024/8/19 20:57:7] 物品:精神力战法	怪物:30934E20僵尸40	地图:H201	X:55	Y:143 
[2024/8/19 20:57:7] 物品:火球术	怪物:30934E20僵尸40	地图:H201	X:55	Y:143 
[2024/8/19 20:57:7] 物品:治愈术	怪物:30934E20僵尸40	地图:H201	X:55	Y:143 
[2024/8/19 20:57:7] 物品:基本剑术	怪物:30934E20僵尸40	地图:H201	X:55	Y:143 
[2024/8/19 20:57:7] 物品:短剑	怪物:30934E20僵尸40	地图:H201	X:55	Y:143 
[2024/8/19 20:57:7] 物品:魔法药(小量)	怪物:30934E20僵尸40	地图:H201	X:55	Y:143 
[2024/8/19 20:57:7] 物品:强效太阳水	怪物:188910C0白野猪8	地图:H204	X:67	Y:31 
[2024/8/19 20:57:7] 物品:强效太阳水	怪物:188910C0白野猪8	地图:H204	X:67	Y:31 
[2024/8/19 20:57:7] 物品:强效太阳水	怪物:188910C0白野猪8	地图:H204	X:67	Y:31 
[2024/8/19 20:57:7] 物品:强效太阳水	怪物:188910C0白野猪8	地图:H204	X:67	Y:31 
[2024/8/19 20:57:7] 物品:强效太阳水	怪物:188910C0白野猪8	地图:H204	X:67	Y:31 
[2024/8/19 20:57:7] 物品:强效太阳水	怪物:188910C0白野猪8	地图:H204	X:67	Y:31 
[2024/8/19 20:57:7] 物品:强效太阳水	怪物:188910C0白野猪8	地图:H204	X:67	Y:31 
[2024/8/19 20:57:7] 物品:强效太阳水	怪物:188910C0白野猪8	地图:H204	X:67	Y:31 
[2024/8/19 20:57:7] 物品:强效太阳水	怪物:188910C0白野猪8	地图:H204	X:67	Y:31 
[2024/8/19 20:57:7] 物品:强效太阳水	怪物:188910C0白野猪8	地图:H204	X:67	Y:31 
[2024/8/19 20:57:7] 物品:太阳水	怪物:188910C0白野猪8	地图:H204	X:67	Y:31 
[2024/8/19 20:57:7] 物品:太阳水	怪物:188910C0白野猪8	地图:H204	X:67	Y:31 
[2024/8/19 20:57:7] 物品:太阳水	怪物:188910C0白野猪8	地图:H204	X:67	Y:31 
[2024/8/19 20:57:7] 物品:太阳水	怪物:188910C0白野猪8	地图:H204	X:67	Y:31 
[2024/8/19 20:57:7] 物品:太阳水	怪物:188910C0白野猪8	地图:H204	X:67	Y:31 
[2024/8/19 20:57:7] 物品:太阳水	怪物:188910C0白野猪8	地图:H204	X:67	Y:31 
[2024/8/19 20:57:7] 物品:太阳水	怪物:188910C0白野猪8	地图:H204	X:67	Y:31 
[2024/8/19 20:57:7] 物品:太阳水	怪物:188910C0白野猪8	地图:H204	X:67	Y:31 
[2024/8/19 20:57:7] 物品:太阳水	怪物:188910C0白野猪8	地图:H204	X:67	Y:31 
[2024/8/19 20:57:7] 物品:太阳水	怪物:188910C0白野猪8	地图:H204	X:67	Y:31 
[2024/8/19 20:57:7] 物品:金创药(中量)	怪物:188910C0白野猪8	地图:H204	X:67	Y:31 
[2024/8/19 20:57:7] 物品:金创药(中量)	怪物:188910C0白野猪8	地图:H204	X:67	Y:31 
[2024/8/19 20:57:7] 物品:金创药(中量)	怪物:188910C0白野猪8	地图:H204	X:67	Y:31 
[2024/8/19 20:57:7] 物品:强效金创药	怪物:188910C0白野猪8	地图:H204	X:67	Y:31 
[2024/8/19 20:57:7] 物品:强效金创药	怪物:188910C0白野猪8	地图:H204	X:67	Y:31 
[2024/8/19 20:57:7] 物品:强效金创药	怪物:188910C0白野猪8	地图:H204	X:67	Y:31 
[2024/8/19 20:57:7] 物品:魔法药(中量)	怪物:188910C0白野猪8	地图:H204	X:67	Y:31 
[2024/8/19 20:57:7] 物品:魔法药(中量)	怪物:188910C0白野猪8	地图:H204	X:67	Y:31 
[2024/8/19 20:57:7] 物品:魔法药(中量)	怪物:188910C0白野猪8	地图:H204	X:67	Y:31 
[2024/8/19 20:57:7] 物品:强效魔法药	怪物:188910C0白野猪8	地图:H204	X:67	Y:31 
[2024/8/19 20:57:7] 物品:强效魔法药	怪物:188910C0白野猪8	地图:H204	X:67	Y:31 
[2024/8/19 20:57:7] 物品:强效魔法药	怪物:188910C0白野猪8	地图:H204	X:67	Y:31 
[2024/8/19 20:57:7] 物品:强效金创药	怪物:188910C0白野猪8	地图:H204	X:67	Y:31 
[2024/8/19 20:57:7] 物品:强效金创药	怪物:188910C0白野猪8	地图:H204	X:67	Y:31 
[2024/8/19 20:57:7] 物品:强效金创药	怪物:188910C0白野猪8	地图:H204	X:67	Y:31 
[2024/8/19 20:57:7] 物品:强效金创药	怪物:188910C0白野猪8	地图:H204	X:67	Y:31 
[2024/8/19 20:57:7] 物品:强效金创药	怪物:188910C0白野猪8	地图:H204	X:67	Y:31 
[2024/8/19 20:57:7] 物品:强效金创药	怪物:188910C0白野猪8	地图:H204	X:67	Y:31 
[2024/8/19 20:57:7] 物品:强效魔法药	怪物:188910C0白野猪8	地图:H204	X:67	Y:31 
[2024/8/19 20:57:7] 物品:强效魔法药	怪物:188910C0白野猪8	地图:H204	X:67	Y:31 
[2024/8/19 20:57:7] 物品:强效魔法药	怪物:188910C0白野猪8	地图:H204	X:67	Y:31 
[2024/8/19 20:57:7] 物品:强效魔法药	怪物:188910C0白野猪8	地图:H204	X:67	Y:31 
[2024/8/19 20:57:7] 物品:强效魔法药	怪物:188910C0白野猪8	地图:H204	X:67	Y:31 
[2024/8/19 20:57:7] 物品:强效魔法药	怪物:188910C0白野猪8	地图:H204	X:67	Y:31 
[2024/8/19 20:57:9] 物品:强效太阳水	怪物:03B54910白野猪8	地图:H006	X:37	Y:37 
[2024/8/19 20:57:9] 物品:强效太阳水	怪物:03B54910白野猪8	地图:H006	X:37	Y:37 
[2024/8/19 20:57:9] 物品:强效太阳水	怪物:03B54910白野猪8	地图:H006	X:37	Y:37 
