[2024/8/18 11:0:0] 物品:魔法药(小量)	怪物:223423C0僵尸4	地图:H201	X:82	Y:59 
[2024/8/18 11:58:44] 物品:强效太阳水	怪物:1A298A40尸王8	地图:H201	X:57	Y:151 
[2024/8/18 11:58:44] 物品:强效太阳水	怪物:1A298A40尸王8	地图:H201	X:57	Y:151 
[2024/8/18 11:58:44] 物品:强效太阳水	怪物:1A298A40尸王8	地图:H201	X:57	Y:151 
[2024/8/18 11:58:44] 物品:强效太阳水	怪物:1A298A40尸王8	地图:H201	X:57	Y:151 
[2024/8/18 11:58:44] 物品:强效金创药	怪物:1A298A40尸王8	地图:H201	X:57	Y:151 
[2024/8/18 11:58:44] 物品:强效金创药	怪物:1A298A40尸王8	地图:H201	X:57	Y:151 
[2024/8/18 11:58:44] 物品:强效魔法药	怪物:1A298A40尸王8	地图:H201	X:57	Y:151 
[2024/8/18 11:58:44] 物品:强效魔法药	怪物:1A298A40尸王8	地图:H201	X:57	Y:151 
[2024/8/18 11:58:44] 物品:蛇眼戒指	怪物:1A298A40尸王8	地图:H201	X:57	Y:151 
[2024/8/18 11:58:44] 物品:珍珠戒指	怪物:1A298A40尸王8	地图:H201	X:57	Y:151 
[2024/8/18 11:58:44] 物品:黑檀手镯	怪物:1A298A40尸王8	地图:H201	X:57	Y:151 
[2024/8/18 11:58:44] 物品:地狱雷光	怪物:1A298A40尸王8	地图:H201	X:57	Y:151 
[2024/8/18 11:59:1] 物品:道德戒指	怪物:27C62DB0祖玛卫士8	地图:H203	X:83	Y:44 
[2024/8/18 11:59:8] 物品:强效太阳水	怪物:290D97B0牛魔将军0	地图:H010	X:104	Y:367 
[2024/8/18 11:59:8] 物品:强效太阳水	怪物:290D97B0牛魔将军0	地图:H010	X:104	Y:367 
[2024/8/18 11:59:8] 物品:强效太阳水	怪物:290D97B0牛魔将军0	地图:H010	X:104	Y:367 
[2024/8/18 11:59:8] 物品:太阳水	怪物:290D97B0牛魔将军0	地图:H010	X:104	Y:367 
[2024/8/18 11:59:8] 物品:太阳水	怪物:290D97B0牛魔将军0	地图:H010	X:104	Y:367 
[2024/8/18 11:59:8] 物品:太阳水	怪物:290D97B0牛魔将军0	地图:H010	X:104	Y:367 
[2024/8/18 11:59:8] 物品:阎罗手套	怪物:290D97B0牛魔将军0	地图:H010	X:104	Y:367 
[2024/8/18 11:59:8] 物品:生铁戒指	怪物:290D97B0牛魔将军0	地图:H010	X:104	Y:367 
[2024/8/18 11:59:10] 物品:强效太阳水	怪物:27A3A420沃玛卫士8	地图:H204	X:53	Y:46 
[2024/8/18 11:59:10] 物品:强效太阳水	怪物:27A3A420沃玛卫士8	地图:H204	X:53	Y:46 
[2024/8/18 11:59:10] 物品:强效太阳水	怪物:27A3A420沃玛卫士8	地图:H204	X:53	Y:46 
[2024/8/18 11:59:10] 物品:强效太阳水	怪物:27A3A420沃玛卫士8	地图:H204	X:53	Y:46 
[2024/8/18 11:59:10] 物品:强效太阳水	怪物:27A3A420沃玛卫士8	地图:H204	X:53	Y:46 
[2024/8/18 11:59:10] 物品:太阳水	怪物:27A3A420沃玛卫士8	地图:H204	X:53	Y:46 
[2024/8/18 11:59:10] 物品:太阳水	怪物:27A3A420沃玛卫士8	地图:H204	X:53	Y:46 
[2024/8/18 11:59:10] 物品:太阳水	怪物:27A3A420沃玛卫士8	地图:H204	X:53	Y:46 
[2024/8/18 11:59:10] 物品:太阳水	怪物:27A3A420沃玛卫士8	地图:H204	X:53	Y:46 
[2024/8/18 11:59:10] 物品:太阳水	怪物:27A3A420沃玛卫士8	地图:H204	X:53	Y:46 
[2024/8/18 11:59:10] 物品:太阳水	怪物:27A3A420沃玛卫士8	地图:H204	X:53	Y:46 
[2024/8/18 11:59:10] 物品:太阳水	怪物:27A3A420沃玛卫士8	地图:H204	X:53	Y:46 
[2024/8/18 11:59:10] 物品:太阳水	怪物:27A3A420沃玛卫士8	地图:H204	X:53	Y:46 
[2024/8/18 11:59:10] 物品:太阳水	怪物:27A3A420沃玛卫士8	地图:H204	X:53	Y:46 
[2024/8/18 11:59:10] 物品:太阳水	怪物:27A3A420沃玛卫士8	地图:H204	X:53	Y:46 
[2024/8/18 11:59:10] 物品:金创药(中量)	怪物:27A3A420沃玛卫士8	地图:H204	X:53	Y:46 
[2024/8/18 11:59:10] 物品:金创药(中量)	怪物:27A3A420沃玛卫士8	地图:H204	X:53	Y:46 
[2024/8/18 11:59:10] 物品:强效金创药	怪物:27A3A420沃玛卫士8	地图:H204	X:53	Y:46 
[2024/8/18 11:59:10] 物品:强效金创药	怪物:27A3A420沃玛卫士8	地图:H204	X:53	Y:46 
[2024/8/18 11:59:10] 物品:强效金创药	怪物:27A3A420沃玛卫士8	地图:H204	X:53	Y:46 
[2024/8/18 11:59:10] 物品:魔法药(中量)	怪物:27A3A420沃玛卫士8	地图:H204	X:53	Y:46 
[2024/8/18 11:59:10] 物品:魔法药(中量)	怪物:27A3A420沃玛卫士8	地图:H204	X:53	Y:46 
[2024/8/18 11:59:10] 物品:强效魔法药	怪物:27A3A420沃玛卫士8	地图:H204	X:53	Y:46 
[2024/8/18 11:59:10] 物品:强效魔法药	怪物:27A3A420沃玛卫士8	地图:H204	X:53	Y:46 
[2024/8/18 11:59:10] 物品:强效魔法药	怪物:27A3A420沃玛卫士8	地图:H204	X:53	Y:46 
[2024/8/18 11:59:10] 物品:白金项链	怪物:27A3A420沃玛卫士8	地图:H204	X:53	Y:46 
[2024/8/18 11:59:10] 物品:道士手镯	怪物:27A3A420沃玛卫士8	地图:H204	X:53	Y:46 
[2024/8/18 11:59:10] 物品:召唤神兽	怪物:27A3A420沃玛卫士8	地图:H204	X:53	Y:46 
[2024/8/18 11:59:10] 物品:幽灵盾	怪物:31A53AB0僵尸1	地图:H201	X:50	Y:141 
[2024/8/18 11:59:17] 物品:雷电术	怪物:2F0BC900僵尸1	地图:H201	X:51	Y:142 
[2024/8/18 11:59:22] 物品:降魔	怪物:18359680牛魔侍卫8	地图:H010	X:105	Y:371 
[2024/8/18 11:59:22] 物品:金创药(小量)	怪物:29D80E30僵尸3	地图:D401	X:159	Y:119 
[2024/8/18 11:59:22] 物品:幽灵盾	怪物:29D80E30僵尸3	地图:D401	X:159	Y:119 
[2024/8/18 11:59:23] 物品:强效太阳水	怪物:18039EB0沃玛卫士8	地图:H204	X:55	Y:46 
[2024/8/18 11:59:23] 物品:强效太阳水	怪物:18039EB0沃玛卫士8	地图:H204	X:55	Y:46 
[2024/8/18 11:59:23] 物品:强效太阳水	怪物:18039EB0沃玛卫士8	地图:H204	X:55	Y:46 
[2024/8/18 11:59:23] 物品:强效太阳水	怪物:18039EB0沃玛卫士8	地图:H204	X:55	Y:46 
[2024/8/18 11:59:23] 物品:强效太阳水	怪物:18039EB0沃玛卫士8	地图:H204	X:55	Y:46 
[2024/8/18 11:59:23] 物品:太阳水	怪物:18039EB0沃玛卫士8	地图:H204	X:55	Y:46 
[2024/8/18 11:59:23] 物品:太阳水	怪物:18039EB0沃玛卫士8	地图:H204	X:55	Y:46 
[2024/8/18 11:59:23] 物品:太阳水	怪物:18039EB0沃玛卫士8	地图:H204	X:55	Y:46 
[2024/8/18 11:59:23] 物品:太阳水	怪物:18039EB0沃玛卫士8	地图:H204	X:55	Y:46 
[2024/8/18 11:59:23] 物品:太阳水	怪物:18039EB0沃玛卫士8	地图:H204	X:55	Y:46 
[2024/8/18 11:59:23] 物品:太阳水	怪物:18039EB0沃玛卫士8	地图:H204	X:55	Y:46 
[2024/8/18 11:59:23] 物品:太阳水	怪物:18039EB0沃玛卫士8	地图:H204	X:55	Y:46 
[2024/8/18 11:59:23] 物品:太阳水	怪物:18039EB0沃玛卫士8	地图:H204	X:55	Y:46 
[2024/8/18 11:59:23] 物品:太阳水	怪物:18039EB0沃玛卫士8	地图:H204	X:55	Y:46 
[2024/8/18 11:59:23] 物品:太阳水	怪物:18039EB0沃玛卫士8	地图:H204	X:55	Y:46 
[2024/8/18 11:59:23] 物品:金创药(中量)	怪物:18039EB0沃玛卫士8	地图:H204	X:55	Y:46 
[2024/8/18 11:59:23] 物品:金创药(中量)	怪物:18039EB0沃玛卫士8	地图:H204	X:55	Y:46 
[2024/8/18 11:59:23] 物品:强效金创药	怪物:18039EB0沃玛卫士8	地图:H204	X:55	Y:46 
[2024/8/18 11:59:23] 物品:强效金创药	怪物:18039EB0沃玛卫士8	地图:H204	X:55	Y:46 
[2024/8/18 11:59:23] 物品:强效金创药	怪物:18039EB0沃玛卫士8	地图:H204	X:55	Y:46 
[2024/8/18 11:59:23] 物品:魔法药(中量)	怪物:18039EB0沃玛卫士8	地图:H204	X:55	Y:46 
[2024/8/18 11:59:23] 物品:魔法药(中量)	怪物:18039EB0沃玛卫士8	地图:H204	X:55	Y:46 
[2024/8/18 11:59:23] 物品:强效魔法药	怪物:18039EB0沃玛卫士8	地图:H204	X:55	Y:46 
[2024/8/18 11:59:23] 物品:强效魔法药	怪物:18039EB0沃玛卫士8	地图:H204	X:55	Y:46 
[2024/8/18 11:59:23] 物品:强效魔法药	怪物:18039EB0沃玛卫士8	地图:H204	X:55	Y:46 
[2024/8/18 11:59:23] 物品:夏普儿手镯	怪物:18039EB0沃玛卫士8	地图:H204	X:55	Y:46 
[2024/8/18 11:59:23] 物品:魔法手镯	怪物:18039EB0沃玛卫士8	地图:H204	X:55	Y:46 
[2024/8/18 11:59:23] 物品:火墙	怪物:18039EB0沃玛卫士8	地图:H204	X:55	Y:46 
[2024/8/18 11:59:26] 物品:强效太阳水	怪物:1C159790白野猪8	地图:H204	X:55	Y:47 
[2024/8/18 11:59:26] 物品:强效太阳水	怪物:1C159790白野猪8	地图:H204	X:55	Y:47 
[2024/8/18 11:59:26] 物品:强效太阳水	怪物:1C159790白野猪8	地图:H204	X:55	Y:47 
[2024/8/18 11:59:26] 物品:强效太阳水	怪物:1C159790白野猪8	地图:H204	X:55	Y:47 
[2024/8/18 11:59:26] 物品:强效太阳水	怪物:1C159790白野猪8	地图:H204	X:55	Y:47 
[2024/8/18 11:59:26] 物品:强效太阳水	怪物:1C159790白野猪8	地图:H204	X:55	Y:47 
[2024/8/18 11:59:26] 物品:强效太阳水	怪物:1C159790白野猪8	地图:H204	X:55	Y:47 
[2024/8/18 11:59:26] 物品:强效太阳水	怪物:1C159790白野猪8	地图:H204	X:55	Y:47 
[2024/8/18 11:59:26] 物品:强效太阳水	怪物:1C159790白野猪8	地图:H204	X:55	Y:47 
[2024/8/18 11:59:26] 物品:强效太阳水	怪物:1C159790白野猪8	地图:H204	X:55	Y:47 
[2024/8/18 11:59:26] 物品:太阳水	怪物:1C159790白野猪8	地图:H204	X:55	Y:47 
[2024/8/18 11:59:26] 物品:太阳水	怪物:1C159790白野猪8	地图:H204	X:55	Y:47 
[2024/8/18 11:59:26] 物品:太阳水	怪物:1C159790白野猪8	地图:H204	X:55	Y:47 
[2024/8/18 11:59:26] 物品:太阳水	怪物:1C159790白野猪8	地图:H204	X:55	Y:47 
[2024/8/18 11:59:26] 物品:太阳水	怪物:1C159790白野猪8	地图:H204	X:55	Y:47 
[2024/8/18 11:59:26] 物品:太阳水	怪物:1C159790白野猪8	地图:H204	X:55	Y:47 
[2024/8/18 11:59:26] 物品:太阳水	怪物:1C159790白野猪8	地图:H204	X:55	Y:47 
[2024/8/18 11:59:26] 物品:太阳水	怪物:1C159790白野猪8	地图:H204	X:55	Y:47 
[2024/8/18 11:59:26] 物品:太阳水	怪物:1C159790白野猪8	地图:H204	X:55	Y:47 
[2024/8/18 11:59:26] 物品:太阳水	怪物:1C159790白野猪8	地图:H204	X:55	Y:47 
[2024/8/18 11:59:26] 物品:金创药(中量)	怪物:1C159790白野猪8	地图:H204	X:55	Y:47 
[2024/8/18 11:59:26] 物品:金创药(中量)	怪物:1C159790白野猪8	地图:H204	X:55	Y:47 
[2024/8/18 11:59:26] 物品:金创药(中量)	怪物:1C159790白野猪8	地图:H204	X:55	Y:47 
[2024/8/18 11:59:26] 物品:强效金创药	怪物:1C159790白野猪8	地图:H204	X:55	Y:47 
[2024/8/18 11:59:26] 物品:强效金创药	怪物:1C159790白野猪8	地图:H204	X:55	Y:47 
[2024/8/18 11:59:26] 物品:强效金创药	怪物:1C159790白野猪8	地图:H204	X:55	Y:47 
[2024/8/18 11:59:26] 物品:魔法药(中量)	怪物:1C159790白野猪8	地图:H204	X:55	Y:47 
[2024/8/18 11:59:26] 物品:魔法药(中量)	怪物:1C159790白野猪8	地图:H204	X:55	Y:47 
[2024/8/18 11:59:26] 物品:魔法药(中量)	怪物:1C159790白野猪8	地图:H204	X:55	Y:47 
[2024/8/18 11:59:26] 物品:强效魔法药	怪物:1C159790白野猪8	地图:H204	X:55	Y:47 
[2024/8/18 11:59:26] 物品:强效魔法药	怪物:1C159790白野猪8	地图:H204	X:55	Y:47 
[2024/8/18 11:59:26] 物品:强效魔法药	怪物:1C159790白野猪8	地图:H204	X:55	Y:47 
[2024/8/18 11:59:26] 物品:强效金创药	怪物:1C159790白野猪8	地图:H204	X:55	Y:47 
[2024/8/18 11:59:26] 物品:强效金创药	怪物:1C159790白野猪8	地图:H204	X:55	Y:47 
[2024/8/18 11:59:26] 物品:强效金创药	怪物:1C159790白野猪8	地图:H204	X:55	Y:47 
[2024/8/18 11:59:26] 物品:强效金创药	怪物:1C159790白野猪8	地图:H204	X:55	Y:47 
[2024/8/18 11:59:26] 物品:强效金创药	怪物:1C159790白野猪8	地图:H204	X:55	Y:47 
[2024/8/18 11:59:26] 物品:强效金创药	怪物:1C159790白野猪8	地图:H204	X:55	Y:47 
[2024/8/18 11:59:26] 物品:强效魔法药	怪物:1C159790白野猪8	地图:H204	X:55	Y:47 
[2024/8/18 11:59:26] 物品:强效魔法药	怪物:1C159790白野猪8	地图:H204	X:55	Y:47 
[2024/8/18 11:59:26] 物品:强效魔法药	怪物:1C159790白野猪8	地图:H204	X:55	Y:47 
[2024/8/18 11:59:26] 物品:强效魔法药	怪物:1C159790白野猪8	地图:H204	X:55	Y:47 
[2024/8/18 11:59:26] 物品:强效魔法药	怪物:1C159790白野猪8	地图:H204	X:55	Y:47 
[2024/8/18 11:59:26] 物品:强效魔法药	怪物:1C159790白野猪8	地图:H204	X:55	Y:47 
[2024/8/18 11:59:26] 物品:辟邪手镯	怪物:1C159790白野猪8	地图:H204	X:55	Y:47 
[2024/8/18 11:59:26] 物品:降魔	怪物:1C159790白野猪8	地图:H204	X:55	Y:47 
[2024/8/18 11:59:27] 物品:白色虎齿项链	怪物:2A8C0E30祖玛卫士8	地图:H204	X:53	Y:46 
[2024/8/18 11:59:27] 物品:魔法药(小量)	怪物:28D04E70僵尸3	地图:D401	X:157	Y:119 
[2024/8/18 11:59:28] 物品:强效太阳水	怪物:18A086C0牛魔将军0	地图:H010	X:104	Y:371 
[2024/8/18 11:59:28] 物品:强效太阳水	怪物:18A086C0牛魔将军0	地图:H010	X:104	Y:371 
[2024/8/18 11:59:28] 物品:太阳水	怪物:18A086C0牛魔将军0	地图:H010	X:104	Y:371 
[2024/8/18 11:59:29] 物品:基本剑术	怪物:2976B340僵尸1	地图:H201	X:49	Y:130 
[2024/8/18 11:59:30] 物品:强效太阳水	怪物:186A05D0虹魔猪卫8	地图:H204	X:52	Y:47 
[2024/8/18 11:59:30] 物品:强效太阳水	怪物:186A05D0虹魔猪卫8	地图:H204	X:52	Y:47 
[2024/8/18 11:59:30] 物品:强效太阳水	怪物:186A05D0虹魔猪卫8	地图:H204	X:52	Y:47 
[2024/8/18 11:59:30] 物品:强效太阳水	怪物:186A05D0虹魔猪卫8	地图:H204	X:52	Y:47 
[2024/8/18 11:59:30] 物品:强效太阳水	怪物:186A05D0虹魔猪卫8	地图:H204	X:52	Y:47 
[2024/8/18 11:59:30] 物品:强效太阳水	怪物:186A05D0虹魔猪卫8	地图:H204	X:52	Y:47 
[2024/8/18 11:59:30] 物品:强效太阳水	怪物:186A05D0虹魔猪卫8	地图:H204	X:52	Y:47 
[2024/8/18 11:59:30] 物品:强效太阳水	怪物:186A05D0虹魔猪卫8	地图:H204	X:52	Y:47 
[2024/8/18 11:59:30] 物品:强效太阳水	怪物:186A05D0虹魔猪卫8	地图:H204	X:52	Y:47 
[2024/8/18 11:59:30] 物品:强效太阳水	怪物:186A05D0虹魔猪卫8	地图:H204	X:52	Y:47 
[2024/8/18 11:59:30] 物品:太阳水	怪物:186A05D0虹魔猪卫8	地图:H204	X:52	Y:47 
[2024/8/18 11:59:30] 物品:太阳水	怪物:186A05D0虹魔猪卫8	地图:H204	X:52	Y:47 
[2024/8/18 11:59:30] 物品:太阳水	怪物:186A05D0虹魔猪卫8	地图:H204	X:52	Y:47 
[2024/8/18 11:59:30] 物品:太阳水	怪物:186A05D0虹魔猪卫8	地图:H204	X:52	Y:47 
[2024/8/18 11:59:30] 物品:太阳水	怪物:186A05D0虹魔猪卫8	地图:H204	X:52	Y:47 
[2024/8/18 11:59:30] 物品:太阳水	怪物:186A05D0虹魔猪卫8	地图:H204	X:52	Y:47 
[2024/8/18 11:59:30] 物品:太阳水	怪物:186A05D0虹魔猪卫8	地图:H204	X:52	Y:47 
[2024/8/18 11:59:30] 物品:太阳水	怪物:186A05D0虹魔猪卫8	地图:H204	X:52	Y:47 
[2024/8/18 11:59:30] 物品:太阳水	怪物:186A05D0虹魔猪卫8	地图:H204	X:52	Y:47 
[2024/8/18 11:59:30] 物品:太阳水	怪物:186A05D0虹魔猪卫8	地图:H204	X:52	Y:47 
[2024/8/18 11:59:30] 物品:金创药(中量)	怪物:186A05D0虹魔猪卫8	地图:H204	X:52	Y:47 
[2024/8/18 11:59:30] 物品:金创药(中量)	怪物:186A05D0虹魔猪卫8	地图:H204	X:52	Y:47 
[2024/8/18 11:59:30] 物品:金创药(中量)	怪物:186A05D0虹魔猪卫8	地图:H204	X:52	Y:47 
[2024/8/18 11:59:30] 物品:强效金创药	怪物:186A05D0虹魔猪卫8	地图:H204	X:52	Y:47 
[2024/8/18 11:59:30] 物品:强效金创药	怪物:186A05D0虹魔猪卫8	地图:H204	X:52	Y:47 
[2024/8/18 11:59:30] 物品:强效金创药	怪物:186A05D0虹魔猪卫8	地图:H204	X:52	Y:47 
[2024/8/18 11:59:30] 物品:魔法药(中量)	怪物:186A05D0虹魔猪卫8	地图:H204	X:52	Y:47 
[2024/8/18 11:59:30] 物品:魔法药(中量)	怪物:186A05D0虹魔猪卫8	地图:H204	X:52	Y:47 
[2024/8/18 11:59:30] 物品:魔法药(中量)	怪物:186A05D0虹魔猪卫8	地图:H204	X:52	Y:47 
[2024/8/18 11:59:30] 物品:强效魔法药	怪物:186A05D0虹魔猪卫8	地图:H204	X:52	Y:47 
[2024/8/18 11:59:30] 物品:强效魔法药	怪物:186A05D0虹魔猪卫8	地图:H204	X:52	Y:47 
[2024/8/18 11:59:30] 物品:强效魔法药	怪物:186A05D0虹魔猪卫8	地图:H204	X:52	Y:47 
[2024/8/18 11:59:30] 物品:强效金创药	怪物:186A05D0虹魔猪卫8	地图:H204	X:52	Y:47 
[2024/8/18 11:59:30] 物品:强效金创药	怪物:186A05D0虹魔猪卫8	地图:H204	X:52	Y:47 
[2024/8/18 11:59:30] 物品:强效金创药	怪物:186A05D0虹魔猪卫8	地图:H204	X:52	Y:47 
[2024/8/18 11:59:30] 物品:强效金创药	怪物:186A05D0虹魔猪卫8	地图:H204	X:52	Y:47 
[2024/8/18 11:59:30] 物品:强效金创药	怪物:186A05D0虹魔猪卫8	地图:H204	X:52	Y:47 
[2024/8/18 11:59:30] 物品:强效金创药	怪物:186A05D0虹魔猪卫8	地图:H204	X:52	Y:47 
[2024/8/18 11:59:30] 物品:强效魔法药	怪物:186A05D0虹魔猪卫8	地图:H204	X:52	Y:47 
[2024/8/18 11:59:30] 物品:强效魔法药	怪物:186A05D0虹魔猪卫8	地图:H204	X:52	Y:47 
[2024/8/18 11:59:30] 物品:强效魔法药	怪物:186A05D0虹魔猪卫8	地图:H204	X:52	Y:47 
[2024/8/18 11:59:30] 物品:强效魔法药	怪物:186A05D0虹魔猪卫8	地图:H204	X:52	Y:47 
[2024/8/18 11:59:30] 物品:强效魔法药	怪物:186A05D0虹魔猪卫8	地图:H204	X:52	Y:47 
[2024/8/18 11:59:30] 物品:强效魔法药	怪物:186A05D0虹魔猪卫8	地图:H204	X:52	Y:47 
[2024/8/18 11:59:30] 物品:白金项链	怪物:186A05D0虹魔猪卫8	地图:H204	X:52	Y:47 
[2024/8/18 11:59:30] 物品:灯笼项链	怪物:186A05D0虹魔猪卫8	地图:H204	X:52	Y:47 
[2024/8/18 11:59:30] 物品:魔法长袍(女)	怪物:1C29C570牛魔法师8	地图:H010	X:104	Y:371 
[2024/8/18 11:59:30] 物品:道德戒指	怪物:1C29C570牛魔法师8	地图:H010	X:104	Y:371 
[2024/8/18 11:59:30] 物品:白色虎齿项链	怪物:1C29C570牛魔法师8	地图:H010	X:104	Y:371 
[2024/8/18 11:59:36] 物品:强效太阳水	怪物:223DF7B0尸王8	地图:H201	X:46	Y:129 
[2024/8/18 11:59:36] 物品:强效太阳水	怪物:223DF7B0尸王8	地图:H201	X:46	Y:129 
[2024/8/18 11:59:36] 物品:强效太阳水	怪物:223DF7B0尸王8	地图:H201	X:46	Y:129 
[2024/8/18 11:59:36] 物品:强效太阳水	怪物:223DF7B0尸王8	地图:H201	X:46	Y:129 
[2024/8/18 11:59:36] 物品:强效太阳水	怪物:223DF7B0尸王8	地图:H201	X:46	Y:129 
[2024/8/18 11:59:36] 物品:强效金创药	怪物:223DF7B0尸王8	地图:H201	X:46	Y:129 
[2024/8/18 11:59:36] 物品:强效金创药	怪物:223DF7B0尸王8	地图:H201	X:46	Y:129 
[2024/8/18 11:59:36] 物品:强效魔法药	怪物:223DF7B0尸王8	地图:H201	X:46	Y:129 
[2024/8/18 11:59:36] 物品:强效魔法药	怪物:223DF7B0尸王8	地图:H201	X:46	Y:129 
[2024/8/18 11:59:36] 物品:蛇眼戒指	怪物:223DF7B0尸王8	地图:H201	X:46	Y:129 
[2024/8/18 11:59:37] 物品:金创药(小量)	怪物:19D5D540僵尸3	地图:D401	X:159	Y:118 
[2024/8/18 11:59:41] 物品:强效太阳水	怪物:2A0492B0沃玛卫士8	地图:H204	X:52	Y:47 
[2024/8/18 11:59:41] 物品:强效太阳水	怪物:2A0492B0沃玛卫士8	地图:H204	X:52	Y:47 
[2024/8/18 11:59:41] 物品:强效太阳水	怪物:2A0492B0沃玛卫士8	地图:H204	X:52	Y:47 
[2024/8/18 11:59:41] 物品:强效太阳水	怪物:2A0492B0沃玛卫士8	地图:H204	X:52	Y:47 
[2024/8/18 11:59:41] 物品:强效太阳水	怪物:2A0492B0沃玛卫士8	地图:H204	X:52	Y:47 
[2024/8/18 11:59:41] 物品:太阳水	怪物:2A0492B0沃玛卫士8	地图:H204	X:52	Y:47 
[2024/8/18 11:59:41] 物品:太阳水	怪物:2A0492B0沃玛卫士8	地图:H204	X:52	Y:47 
[2024/8/18 11:59:41] 物品:太阳水	怪物:2A0492B0沃玛卫士8	地图:H204	X:52	Y:47 
[2024/8/18 11:59:41] 物品:太阳水	怪物:2A0492B0沃玛卫士8	地图:H204	X:52	Y:47 
[2024/8/18 11:59:41] 物品:太阳水	怪物:2A0492B0沃玛卫士8	地图:H204	X:52	Y:47 
[2024/8/18 11:59:41] 物品:太阳水	怪物:2A0492B0沃玛卫士8	地图:H204	X:52	Y:47 
[2024/8/18 11:59:41] 物品:太阳水	怪物:2A0492B0沃玛卫士8	地图:H204	X:52	Y:47 
[2024/8/18 11:59:41] 物品:太阳水	怪物:2A0492B0沃玛卫士8	地图:H204	X:52	Y:47 
[2024/8/18 11:59:41] 物品:太阳水	怪物:2A0492B0沃玛卫士8	地图:H204	X:52	Y:47 
[2024/8/18 11:59:41] 物品:太阳水	怪物:2A0492B0沃玛卫士8	地图:H204	X:52	Y:47 
[2024/8/18 11:59:41] 物品:金创药(中量)	怪物:2A0492B0沃玛卫士8	地图:H204	X:52	Y:47 
[2024/8/18 11:59:41] 物品:金创药(中量)	怪物:2A0492B0沃玛卫士8	地图:H204	X:52	Y:47 
[2024/8/18 11:59:41] 物品:强效金创药	怪物:2A0492B0沃玛卫士8	地图:H204	X:52	Y:47 
[2024/8/18 11:59:41] 物品:强效金创药	怪物:2A0492B0沃玛卫士8	地图:H204	X:52	Y:47 
[2024/8/18 11:59:41] 物品:强效金创药	怪物:2A0492B0沃玛卫士8	地图:H204	X:52	Y:47 
[2024/8/18 11:59:41] 物品:魔法药(中量)	怪物:2A0492B0沃玛卫士8	地图:H204	X:52	Y:47 
[2024/8/18 11:59:41] 物品:魔法药(中量)	怪物:2A0492B0沃玛卫士8	地图:H204	X:52	Y:47 
[2024/8/18 11:59:41] 物品:强效魔法药	怪物:2A0492B0沃玛卫士8	地图:H204	X:52	Y:47 
[2024/8/18 11:59:41] 物品:强效魔法药	怪物:2A0492B0沃玛卫士8	地图:H204	X:52	Y:47 
[2024/8/18 11:59:41] 物品:强效魔法药	怪物:2A0492B0沃玛卫士8	地图:H204	X:52	Y:47 
[2024/8/18 11:59:41] 物品:攻击神水	怪物:2A0492B0沃玛卫士8	地图:H204	X:52	Y:47 
[2024/8/18 11:59:41] 物品:心灵手镯	怪物:2A0492B0沃玛卫士8	地图:H204	X:52	Y:47 
[2024/8/18 11:59:41] 物品:辟邪手镯	怪物:2A0492B0沃玛卫士8	地图:H204	X:52	Y:47 
[2024/8/18 11:59:41] 物品:圣言术	怪物:2A0492B0沃玛卫士8	地图:H204	X:52	Y:47 
[2024/8/18 11:59:41] 物品:瞬息移动	怪物:2A0492B0沃玛卫士8	地图:H204	X:52	Y:47 
[2024/8/18 11:59:41] 物品:强效太阳水	怪物:2A2D5A60牛魔祭司0	地图:H010	X:106	Y:377 
[2024/8/18 11:59:41] 物品:太阳水	怪物:2A2D5A60牛魔祭司0	地图:H010	X:106	Y:377 
[2024/8/18 11:59:41] 物品:无极棍	怪物:2A2D5A60牛魔祭司0	地图:H010	X:106	Y:377 
[2024/8/18 11:59:41] 物品:躲避手链	怪物:2A2D5A60牛魔祭司0	地图:H010	X:106	Y:377 
[2024/8/18 11:59:41] 物品:魔法手镯	怪物:2A2D5A60牛魔祭司0	地图:H010	X:106	Y:377 
[2024/8/18 11:59:42] 物品:太阳水	怪物:2A7A5350黑色恶蛆8	地图:H004	X:60	Y:64 
[2024/8/18 11:59:43] 物品:强效太阳水	怪物:278847B0尸王8	地图:H201	X:45	Y:129 
[2024/8/18 11:59:43] 物品:强效太阳水	怪物:278847B0尸王8	地图:H201	X:45	Y:129 
[2024/8/18 11:59:43] 物品:强效太阳水	怪物:278847B0尸王8	地图:H201	X:45	Y:129 
[2024/8/18 11:59:43] 物品:强效太阳水	怪物:278847B0尸王8	地图:H201	X:45	Y:129 
[2024/8/18 11:59:43] 物品:强效太阳水	怪物:278847B0尸王8	地图:H201	X:45	Y:129 
[2024/8/18 11:59:43] 物品:强效金创药	怪物:278847B0尸王8	地图:H201	X:45	Y:129 
[2024/8/18 11:59:43] 物品:强效金创药	怪物:278847B0尸王8	地图:H201	X:45	Y:129 
[2024/8/18 11:59:43] 物品:强效魔法药	怪物:278847B0尸王8	地图:H201	X:45	Y:129 
[2024/8/18 11:59:43] 物品:强效魔法药	怪物:278847B0尸王8	地图:H201	X:45	Y:129 
